vowel,F1,F2,filename
a,837.1069447470055,1119.8224030921367,a_377.wav
a,666.489027530248,1101.8569055928765,a_378.wav
a,806.8580390887297,1545.6489901308507,a_379.wav
a,664.5943551473329,1421.4488370118845,a_380.wav
a,725.9373051683964,1216.4737715722426,a_381.wav
a,691.9311678323556,1357.3143406687643,a_382.wav
a,670.6517869069701,1341.6156381186574,a_383.wav
a,663.8873126552662,1223.1701955871115,a_384.wav
a,779.0631064980337,1411.7677607617748,a_385.wav
a,722.561541275513,1393.7341790204828,a_386.wav
a,714.3933326265233,1270.9954203282052,a_387.wav
a,732.104488900933,1327.1163907507532,a_388.wav
a,700.3273540782965,1402.5714228942222,a_389.wav
a,757.5313412129045,1334.5598462780188,a_390.wav
a,774.9029694232987,1434.37753532726,a_391.wav
a,863.6920662002937,1627.5318859447086,a_392.wav
a,789.0664336635444,1622.1710912764104,a_393.wav
a,709.6450095169619,1444.4773778975762,a_394.wav
a,905.8767553617322,1558.772125952284,a_395.wav
a,806.867737642185,1547.6285325989647,a_396.wav
a,848.060177341642,1584.9982321304658,a_397.wav
e,560.3105102135748,2345.5847550095928,e_398.wav
e,566.0398069340811,2271.7201024665146,e_399.wav
e,586.8949643115153,2210.986677854092,e_400.wav
a,537.4050732454817,1316.958724447576,a_401.wav
a,719.9307828583358,1445.774439300798,a_402.wav
a,754.5166499828131,1699.2268384480444,a_403.wav
a,701.5611843773108,1737.101559274647,a_404.wav
a,598.1252638386809,1405.4386917389472,a_405.wav
a,739.3683000353996,1169.0495881566671,a_406.wav
a,800.9385538757208,1386.3141598728062,a_407.wav
a,706.6680537713163,1687.2623776659598,a_408.wav
a,702.3300313716254,1207.4339139604797,a_409.wav
a,800.8254371047022,1645.9804682393374,a_410.wav
a,873.4443198373584,1455.3525830591575,a_411.wav
a,874.5813752647185,1860.250924475372,a_412.wav
a,783.181875531245,1374.9814946369163,a_413.wav
a,852.0054604112288,1457.4302725526975,a_414.wav
a,745.4969741357083,1314.3356980508847,a_415.wav
a,789.862150895879,1402.4470201689908,a_416.wav
i,430.7276581230388,2496.677040332696,i_417.wav
i,408.5884582013199,2425.1447051149385,i_418.wav
i,418.04596559347897,2468.411631929297,i_419.wav
i,389.74503588894817,2587.0307955423946,i_420.wav
i,403.9696247262504,2453.7401199001943,i_421.wav
i,383.6420229703954,2323.251538790188,i_422.wav
i,443.0520940142462,2498.110462374514,i_423.wav
i,384.095376391698,2621.505003517319,i_424.wav
e,596.8661590877243,2125.351708023201,e_425.wav
i,451.7290651351156,2504.0551924022843,i_426.wav
i,377.4655492017925,2521.159191911669,i_427.wav
e,586.9100263746504,2271.1751385334937,e_428.wav
i,436.6959249617236,2517.2871223025154,i_429.wav
i,414.15102042745946,2443.817856069433,i_430.wav
ə,477.6019262541601,2288.26942747726,ə_431.wav
ə,498.63084430084666,2219.616687963668,ə_432.wav
ə,474.736548159513,2098.716200310849,ə_433.wav
o,547.9928254783367,1194.1830917660648,o_434.wav
o,502.8304268081423,1147.0361809298538,o_435.wav
o,553.1598720260469,1126.5403333463175,o_436.wav
o,505.5953550221811,1243.9640342397852,o_437.wav
o,514.8839384120106,1115.397733817787,o_438.wav
o,514.0573821143394,1099.971495927938,o_439.wav
o,465.9404021355436,1065.0738571006725,o_440.wav
o,486.33490172748895,1060.703365582422,o_441.wav
a,791.7690670543153,1603.0376462358768,a_442.wav
a,775.7848520706114,1659.0568432849964,a_443.wav
a,805.9149377260816,1557.4335597574325,a_444.wav
a,818.6152465645075,1724.9374813012423,a_445.wav
a,750.5093603811038,1581.0286442757956,a_446.wav
i,396.5154060628965,2570.3168051157595,i_447.wav
i,422.8272250387803,2455.012913617365,i_448.wav
i,378.28643764873095,2540.659332602694,i_449.wav
i,367.4956808978694,2499.9312572766485,i_450.wav
e,612.8560182593025,2046.306011460339,e_451.wav
e,560.6885676457011,2272.198789205665,e_452.wav
e,553.712567791805,2188.443750097203,e_453.wav
a,797.9470719734711,1613.5042808180517,a_454.wav
a,980.0674045310402,1638.6371002681026,a_455.wav
e,513.3851198645418,2590.879995077311,e_456.wav
e,573.4581591491595,2260.1306513696227,e_457.wav
e,609.4376279404269,2286.055336308317,e_458.wav
e,579.1088154887034,2292.002318739145,e_459.wav
e,564.6188291386374,2256.70130737105,e_460.wav
u,445.7462985655444,1521.794472572575,u_461.wav
e,535.0499118303724,2085.6597041037485,e_462.wav
u,523.3130379785672,1348.085392483505,u_463.wav
e,630.4004083814635,2146.212211420644,e_464.wav
i,466.0004568322221,2152.5997946008024,i_465.wav
i,561.3606548353375,2098.232756950191,i_466.wav
i,477.4385862931755,2233.0333956692334,i_467.wav
ə,691.4112442413787,1930.1284765628573,ə_468.wav
ə,720.8348264722404,1749.9143306522697,ə_469.wav
a,854.040365957723,1631.4292258788291,a_471.wav
ə,789.7616261000711,1923.379648714884,ə_472.wav
a,978.0587465932526,1730.0195928517114,a_473.wav
ə,506.2839111850226,1897.565916264266,ə_474.wav
a,908.5307549885132,1643.7410509758586,a_475.wav
ə,502.8620883463489,1858.5158424647648,ə_476.wav
ə,572.3159062192799,1777.5185603110112,ə_477.wav
e,518.3585389692028,2233.990670622837,e_478.wav
e,518.4477082972757,2301.170440383892,e_479.wav
e,617.277631556544,2404.738725041827,e_480.wav
e,570.1305921591528,2185.865650935945,e_481.wav
e,570.9008581297734,2060.45449376662,e_482.wav
a,1192.7176447598729,1709.5751771422192,a_483.wav
e,765.8446478670303,2035.473886898228,e_484.wav
a,1008.1041813789572,1668.6473205296063,a_485.wav
i,464.9107661550981,2016.0236565385264,i_486.wav
ə,472.7702309493099,2210.206896506009,ə_487.wav
ə,515.1906103327767,2061.8756915990866,ə_488.wav
ə,514.4697647407372,1995.3492387091203,ə_489.wav
u,431.3000174769811,943.2494370145436,u_490.wav
i,496.7958555773096,2621.127594138341,i_491.wav
u,429.9696555898356,919.2306195233753,u_492.wav
i,426.1249115860336,2681.9632522149286,i_493.wav
u,569.7433786101813,1408.59231249352,u_494.wav
u,620.8092316832322,1792.7292787843178,u_495.wav
i,423.7089441219481,2168.794847009921,i_496.wav
i,422.1025689598813,2518.7238342749506,i_497.wav
i,392.2083471576346,2291.2062250021927,i_498.wav
i,361.9198354680023,2659.412877493904,i_499.wav
i,413.79291816991525,2296.9978897439905,i_500.wav
i,382.7689719600038,2652.125184408403,i_501.wav
ə,507.9823473031948,1933.723493193387,ə_502.wav
ə,525.3805866496036,1769.4968326828598,ə_503.wav
ə,591.7142627792239,1941.7609969308887,ə_504.wav
ə,546.8107265865553,1966.7688261600324,ə_505.wav
ə,470.0621391542584,1834.202278781244,ə_506.wav
ə,481.7687633290184,1992.869741953949,ə_507.wav
ə,466.1367534378916,1974.4307522550137,ə_508.wav
ə,488.9379439229321,2051.125785536305,ə_509.wav
o,727.9437057926984,1467.107328702337,o_510.wav
o,894.286443141197,1396.8212553111623,o_511.wav
o,677.8952591177916,1483.7442581299897,o_512.wav
o,669.6451863416946,1481.7676461352596,o_513.wav
e,718.9404820252371,2060.0348065241533,e_514.wav
e,749.4941632292248,2022.9847401416628,e_515.wav
a,773.5620810233539,1788.9205708982236,a_516.wav
a,808.6117621794125,1747.2372715991398,a_517.wav
a,857.2057704113699,1681.957888742072,a_518.wav
a,768.5264617809617,1678.6152580702346,a_519.wav
o,520.1970557470268,1321.940541031919,o_520.wav
o,510.3368296836843,1222.8334310516875,o_521.wav
ə,510.50767058750654,2005.7153763619624,ə_522.wav
ə,531.900430441859,2116.4388316456334,ə_523.wav
ə,612.249577093904,2043.068591377926,ə_524.wav
ə,591.2818605651439,2156.271158676716,ə_525.wav
ə,539.6580823327355,1863.554831559646,ə_526.wav
e,668.8685523860487,2051.2066359219434,e_527.wav
e,707.3628336918606,2131.455261252366,e_528.wav
e,708.9562024970849,2119.074977604913,e_529.wav
e,640.5764897902216,1983.675854324288,e_530.wav
e,653.9911390589215,2058.8550079920183,e_531.wav
e,536.2233495392774,1784.5222845836722,e_532.wav
e,662.236389958658,2045.7538607324536,e_533.wav
u,479.3829268652445,1121.010910148348,u_534.wav
e,900.1150364093583,1317.075474392227,e_535.wav
u,552.2256258152003,918.452820544364,u_536.wav
